3488,United States Postal Service,16-CA-281327,Spring,TX,08/13/2021,,"Region 16, Fort Worth, Texas",Open,,
3489,"Bleyer Gift Packs, LLC",06-CA-281321,Mount Union,PA,08/13/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
3490,"Local 6, Hotel and Club Employees Union Bartenders (Hotel Pennsylvania)",02-CB-281812,New York,NY,08/13/2021,,"Region 02, New York, New York",Open,,
3491,Elmax Lumber,02-CA-281504,Bronx,NY,08/13/2021,,"Region 02, New York, New York",Open,,
3492,"Bridgestone Americas Tire Operations, LLC",10-CA-281315,La Vergne,TN,08/13/2021,,"Region 10, Atlanta, Georgia",Open,,
3493,United States Postal Service,15-CA-281313,Marrero,LA,08/13/2021,,"Region 15, New Orleans, Louisiana",Open,,
3494,"GXO Logistics, Inc.",19-CA-281418,Tacoma,WA,08/13/2021,,"Region 19, Seattle, Washington",Open,,
3495,Cascade Behavioral Health Hospital,19-CA-281422,Tukwila,WA,08/13/2021,,"Region 19, Seattle, Washington",Open,,
3496,Catholic Charities of San Francisco,20-CA-281266,San Francisco,CA,08/12/2021,,"Region 20, San Francisco, California",Open,,
3497,"Maricopa Ambulance, LLC",28-CA-281389,Phoenix,AZ,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3498,Cascade Behavioral Health Hospital,19-CA-281350,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3499,Graphic Packaging International,08-CA-281251,Solon,OH,08/12/2021,,"Region 08, Cleveland, Ohio",Open,,
3500,United State Sugar Corporation,12-CA-281231,Clewiston,FL,08/12/2021,,"Region 12, Tampa, Florida",Open,,
3501,Cascade Behavioral Health Hospital,19-CA-281346,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3502,Cascade Behavioral Health Hospital,19-CA-281347,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3503,"Servicios Legales de Puerto Rico, Inc.",12-CA-281288,San Juan,PR,08/12/2021,,"Region 12, Tampa, Florida",Open,,
3504,"4th Street Collective, Inc.",21-CA-281384,Los Angeles,CA,08/12/2021,,"Region 21, Los Angeles, California",Open,,
3505,Rise Partnership,19-CA-281314,Portland,OR,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3506,"PENSKE TRUCK LEASING CO., LP",09-UC-281192,Piqua,OH,08/12/2021,,"Region 09, Cincinnati, Ohio",Open,,
3507,"Stephens Media Group-Watertown, LLC",03-CA-281211,Watertown (Town),NY,08/12/2021,,"Region 03, Buffalo, New York",Open,,
3508,Teamsters Local 71 (United Parcel Service),10-CB-281206,Charlotte,NC,08/12/2021,,"Region 10, Atlanta, Georgia",Open,,
3509,"Maricopa Ambulance, LLC",28-CA-281389,Phoenix,AZ,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3510,"International Brotherhood of Teamsters, Local 769 (United Parcel Service)",12-CB-281255,Miami,FL,08/12/2021,,"Region 12, Tampa, Florida",Open,,
3511,Cascade Behavioral Health Hospital,19-CA-281352,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3512,Catholic Charities of San Francisco,20-CA-281266,San Francisco,CA,08/12/2021,,"Region 20, San Francisco, California",Open,,
3513,Trump International Hotel Las Vegas,28-CA-281676,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3514,Culinary Workers Union Local 226 a/w UNITE HERE International Union (Trump International Hotel Las Vegas),28-CB-281636,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3515,"Servicios Legales de Puerto Rico, Inc.",12-CA-281280,San Juan,PR,08/12/2021,,"Region 12, Tampa, Florida",Open,,
3516,Cascade Behavioral Health Hospital,19-CA-281354,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3517,Cascade Behavioral Health Hospital,19-CA-281350,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3518,Trump International Hotel Las Vegas,28-CA-281635,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3519,Mondelez,05-CA-281241,Henrico,VA,08/12/2021,,"Region 05, Baltimore, Maryland",Open,,
3520,Trump International Hotel Las Vegas,28-CA-281668,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3521,Hillside Plaza,08-CA-281207,Cleveland,OH,08/12/2021,,"Region 08, Cleveland, Ohio",Open,,
3522,Graphic Packaging International,08-CA-281251,Solon,OH,08/12/2021,,"Region 08, Cleveland, Ohio",Open,,
3523,"HIPR Pacsoft Technologies, Inc.",06-RC-281239,Pittsburgh,PA,08/12/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
3524,White Plains Hospital,02-CA-281261,White Plains,NY,08/12/2021,,"Region 02, New York, New York",Open,,
3525,Guardian Services,29-CA-281279,Rego Park,NY,08/12/2021,,"Region 29, Brooklyn, New York",Open,,
3526,UAFP: Union of Adjunct Faculty at Pace,02-CB-281731,Manhattan,NY,08/12/2021,,"Region 02, New York, New York",Open,,
3527,"Hudson Legal Group PC/HIPR Pacsoft Technologies, a Common Employer",06-RC-281254,Pittsburgh,PA,08/12/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
3528,Hard Rock Casino Northern Indiana,13-CA-281283,Gary,IN,08/12/2021,,"Region 13, Chicago, Illinois",Open,,
3529,"SEIU Healthcare Pennsylvania (Tunkhannock Hospital Co., LLC d/b/a Tyler Memorial Hospital)",04-CB-281227,Harrisburg,PA,08/12/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3530,"XPO Logistics, LLC",12-CA-281339,Tampa,FL,08/12/2021,,"Region 12, Tampa, Florida",Open,,
3531,9W Halo Opco LP d/b/a Angelica,32-CA-281341,Fresno,CA,08/12/2021,,"Region 32, Oakland, California",Open,,
3532,United Parcel Service,12-CA-281247,Miami,FL,08/12/2021,,"Region 12, Tampa, Florida",Open,,
3533,Cascade Behavioral Health Hospital,19-CA-281353,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3534,Culinary Workers Union Local 226 a/w UNITE HERE International Union (Trump International Hotel Las Vegas),28-CB-281671,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3535,Cascade Behavioral Health Hospital,19-CA-281351,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3536,Washington Hospital Center Corporation d/b/a Medstar Washington Hospital Center,05-RC-281273,Washington,DC,08/12/2021,,"Region 05, Baltimore, Maryland",Open,,
3537,Kiewit Power Constructors Company,07-CA-281357,East China,MI,08/12/2021,10/27/2021,"Region 07, Detroit, Michigan",Open,Withdrawal Non-adjusted,
3538,Culinary Workers Union Local 226 a/w UNITE HERE International Union (Trump International Hotel Las Vegas),28-CB-281557,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3539,Public Service Company of New Mexico,28-CA-281343,Albuquerque,NM,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3540,Cascade Behavioral Health Hospital,19-CA-281355,Tukwila,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3541,Providence Sound Homecare and Hospice,19-CA-281312,Lacey,WA,08/12/2021,,"Region 19, Seattle, Washington",Open,,
3542,Premier Contracting Solutions of Georgia,10-CA-281287,Saint Stephen,SC,08/12/2021,,"Region 10, Atlanta, Georgia",Open,,
3543,Valley Health Systems,05-CA-281368,Winchester,VA,08/12/2021,,"Region 05, Baltimore, Maryland",Open,,
3544,Trump International Hotel Las Vegas,28-CA-281553,Las Vegas,NV,08/12/2021,,"Region 28, Phoenix, Arizona",Open,,
3545,"Spike Enterprise, Inc.",13-RC-281169,Channahon (Township),IL,08/11/2021,,"Region 13, Chicago, Illinois",Open,,
3546," PHCC Holdings, LLC",29-CA-281145,East Norwich,NY,08/11/2021,,"Region 29, Brooklyn, New York",Open,,
3547,Stellantis/Sterling Stamping Plant,07-CA-281249,Sterling Heights,MI,08/11/2021,,"Region 07, Detroit, Michigan",Open,,
3548,Aptiv,08-CA-281174,Warren,OH,08/11/2021,,"Region 08, Cleveland, Ohio",Open,,
3549,Triad Logistics Services Corporation,16-CA-281161,Wichita Falls,TX,08/11/2021,,"Region 16, Fort Worth, Texas",Open,,
3550,Chicago and Midwest Regional Joint Board of Workers United,07-CB-281274,Detroit,MI,08/11/2021,,"Region 07, Detroit, Michigan",Open,,
3551,American Postal Workers Union (United States Postal Service),15-CB-281230,Jacksonville,FL,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3552,United States Postal Service Detroit Network Distribution Center,07-CA-281361,Allen Park,MI,08/11/2021,,"Region 07, Detroit, Michigan",Open,,
3553,"Garland Symphony Orchestra Association, Las Colinas Symphony Orchestra Association, and Symphony Arlington, Joint Employers",16-CA-281162,Irving,TX,08/11/2021,,"Region 16, Fort Worth, Texas",Open,,
3554,Biomedical d/b/a Fresenius Medical Care,12-CA-281235,San Juan,PR,08/11/2021,,"Region 12, Tampa, Florida",Open,,
3555,"International Longshoremen's Association, Local 953, AFL-CIO (Tartan Terminals, Inc.)",05-CB-281374,Baltimore,MD,08/11/2021,,"Region 05, Baltimore, Maryland",Open,,
3556,Kids In Need of Defense (KIND),21-CA-281160,Los Angeles,CA,08/11/2021,,"Region 21, Los Angeles, California",Open,,
3557,"United Parcel Service, Inc.",28-CA-281264,North Las Vegas,NV,08/11/2021,,"Region 28, Phoenix, Arizona",Open,,
3558,IUJAT Local 726 (USIS Electric Inc.),02-CB-281574,Danbury,CT,08/11/2021,,"Region 02, New York, New York",Open,,
3559,United Steelworkers Union Local 5702 (Noranda Aluminum),15-CB-281165,Gramercy,LA,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3560,"American Postal Workers Union, Local 418 (United States Postal Service)",15-CB-281144,Shreveport,LA,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3561,Lucky Top Inc.,28-CA-281263,North Las Vegas,NV,08/11/2021,,"Region 28, Phoenix, Arizona",Open,,
3562,A/B Partners,02-CA-281173,New York,NY,08/11/2021,,"Region 02, New York, New York",Open,,
3563,"New Orleans Clerks and Checkers, Local 1497 (New Orleans Terminal)",15-CB-281281,New Orleans,LA,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3564,Walmart,15-CA-281139,Pascagoula,MS,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3565,IUE CWA Local 83792 (Eaton Aerospace),15-CB-281137,Jackson,MS,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3566,Nouveau Elevator,02-CA-281521,New York,NY,08/11/2021,,"Region 02, New York, New York",Open,,
3567,WestRock,16-CA-281185,Houston,TX,08/11/2021,,"Region 16, Fort Worth, Texas",Open,,
3568,California College of the Arts,32-CA-281208,Oakland,CA,08/11/2021,,"Region 32, Oakland, California",Open,,
3569,"Prime Healthcare Foundation - Coshocton, LLC d/b/a Coshocton Regional Medical Center",08-CA-281156,Coshocton,OH,08/11/2021,,"Region 08, Cleveland, Ohio",Open,,
3570,United States Postal Service,15-CA-281256,Shreveport,LA,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3571,"Mercy Health Partners, Mercy Campus",07-CA-281195,Muskegon,MI,08/11/2021,,"Region 07, Detroit, Michigan",Open,,
3572,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, AFL-CIO (UAW), LOCAL UNION 862 (Ford Motor Company)",09-CB-281203,Shepherdsville,KY,08/11/2021,,"Region 09, Cincinnati, Ohio",Open,,
3573,"Veolia ES Solutions, LLC",15-CA-281293,Gum Springs,AR,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3574,General Electric,14-CA-281194,Arkansas City,KS,08/11/2021,,"Region 14, Saint Louis, Missouri",Open,,
3575,Ingalls Shipbuilding,15-CA-281128,Pascagoula,MS,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3576,Southern Poverty Law Center,15-CA-281155,Montgomery,AL,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3577,Lumen d/b/a CenturyLink,10-CA-281133,Elizabeth City,NC,08/11/2021,,"Region 10, Atlanta, Georgia",Open,,
3578,Local 32BJ (PB Protection),02-CB-281544,New York,NY,08/11/2021,,"Region 02, New York, New York",Open,,
3579,United Parcel Service,15-CA-281121,Little Rock,AR,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3580,"Las Vegas Resort Holdings, LLC d/b/a Sahara Las Vegas",28-CA-281259,Las Vegas,NV,08/11/2021,,"Region 28, Phoenix, Arizona",Open,,
3581,Garten Trucking LLC,10-CA-281159,Covington,VA,08/11/2021,,"Region 10, Atlanta, Georgia",Open,,
3582,"Graphic Packaging Monroe, Beverage Operations",15-CA-281220,Monroe,LA,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3583,Legacy Health Services d/b/a Cedarwood Plaza,08-CA-281175,Cleveland,OH,08/11/2021,,"Region 08, Cleveland, Ohio",Open,,
3584,WestRock,16-CA-281189,Houston,TX,08/11/2021,,"Region 16, Fort Worth, Texas",Open,,
3585,United States Postal Service,15-CA-281187,Pensacola,FL,08/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
3586,Roseburg Forest Products Co.,19-CA-281229,Coquille,OR,08/11/2021,,"Region 19, Seattle, Washington",Open,,
3587,Kaleida Health,03-CA-281142,Buffalo,NY,08/11/2021,,"Region 03, Buffalo, New York",Open,,
3588,"GNCo., Inc. and Cromer, Inc.",32-CA-281265,Oakland,CA,08/11/2021,,"Region 32, Oakland, California",Open,,
3589,Roseburg Forest Products Co.,19-CA-281228,Dillard,OR,08/11/2021,,"Region 19, Seattle, Washington",Open,,
3590,United States Postal Service Detroit Network Distribution Center,07-CA-281369,Allen Park,MI,08/11/2021,,"Region 07, Detroit, Michigan",Open,,
3591,United States Postal Service,10-CA-281126,Decatur,GA,08/10/2021,,"Region 10, Atlanta, Georgia",Open,,
3592,United Parcel Service,04-CA-281125,Philadelphia,PA,08/10/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3593,"American Postal Workers Union, AFL-CIO, and its Local 524 (USPS)",08-CB-281096,Brewster,OH,08/10/2021,,"Region 08, Cleveland, Ohio",Open,,
3594,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, Local 433 (Structural Group, Inc.)",21-CB-281110,Henderson,NV,08/10/2021,,"Region 21, Los Angeles, California",Open,,
3595,SP+,14-CA-281102,Saint Louis,MO,08/10/2021,,"Region 14, Saint Louis, Missouri",Open,,
3596,Craven Industrial Construction Company,10-CA-281079,Savannah,GA,08/10/2021,,"Region 10, Atlanta, Georgia",Open,,
3597,Temple University Hospital,04-CA-281091,Philadelphia,PA,08/10/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3598,"United Parcel Service, Inc.",27-CA-281127,Commerce City,CO,08/10/2021,,"Region 27, Denver, Colorado",Open,,
3599,"FRITO-LAY, INC.",09-CA-281092,Erlanger,KY,08/10/2021,,"Region 09, Cincinnati, Ohio",Open,,
3600,Teamsters Local 618 (SP+),14-CB-281103,Saint Louis,MO,08/10/2021,,"Region 14, Saint Louis, Missouri",Open,,
3601,"Amazon, LLC",28-CA-281240,Las Vegas,NV,08/10/2021,,"Region 28, Phoenix, Arizona",Open,,
3602,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, Local 433 (Structural Group, Inc.)",21-CB-281110,Henderson,NV,08/10/2021,,"Region 21, Los Angeles, California",Open,,
3603,"United Parcel Service, Inc.",27-CA-281100,Commerce City,CO,08/10/2021,,"Region 27, Denver, Colorado",Open,,
3604,Temple University Hospital,04-CA-281091,Philadelphia,PA,08/10/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3605,Craven Industrial Construction Company,10-CA-281079,Savannah,GA,08/10/2021,,"Region 10, Atlanta, Georgia",Open,,
3606,SEIU - UHW (Kaiser Permanente),20-CB-281180,Sacramento,CA,08/10/2021,,"Region 20, San Francisco, California",Open,,
3607,Loram Maintenance of Way,18-CA-281090,Hamel,MN,08/10/2021,,"Region 18, Minneapolis, Minnesota",Open,,
3608,United Federation of Special Police and Security Officers Inc. (Akima LLC/Lockwood),01-CB-281119,Herndon,VA,08/10/2021,,"Region 01, Boston, Massachusetts",Open,,
3609,Loram Maintenance of Way,18-CA-281093,Hamel,MN,08/10/2021,,"Region 18, Minneapolis, Minnesota",Open,,
3610,"American Postal Workers Union, AFL-CIO, and its Local 524 (USPS)",08-CB-281096,Brewster,OH,08/10/2021,,"Region 08, Cleveland, Ohio",Open,,
3611,"FRITO-LAY, INC.",09-CA-281092,Erlanger,KY,08/10/2021,,"Region 09, Cincinnati, Ohio",Open,,
3612,United States Postal Service,10-CA-281126,Decatur,GA,08/10/2021,,"Region 10, Atlanta, Georgia",Open,,
3613,United Parcel Service,04-CA-281125,Philadelphia,PA,08/10/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3614,32bj,02-CB-281043,Manhattan,NY,08/09/2021,,"Region 02, New York, New York",Open,,
3615,"Eldercare Home Care Group, Inc.",07-CA-281022,Grosse Ile,MI,08/09/2021,,"Region 07, Detroit, Michigan",Open,,
3616,"Spirit Aerosystems, Inc.",14-CA-281049,Wichita,KS,08/09/2021,,"Region 14, Saint Louis, Missouri",Open,,
3617,"Moran Foods, LLC d/b/a Save A Lot, LTD.",08-CA-281020,Austinburg,OH,08/09/2021,,"Region 08, Cleveland, Ohio",Open,,
3618,Morehouse School of Medicine,10-CA-281087,Atlanta,GA,08/09/2021,,"Region 10, Atlanta, Georgia",Open,,
3619,Teamsters Local 853 (Hallcon Corporation),32-CB-281390,San Jose,CA,08/09/2021,,"Region 32, Oakland, California",Open,,
3620,United Parcel Service,19-CA-281082,Redmond,WA,08/09/2021,,"Region 19, Seattle, Washington",Open,,
3621,"Deco Logistics, Inc. d/b/a Container Connection, Universal Intermodal Services, Southern Counties Express, Universal Logistics Holding Inc., and Universal Management Services, as a single employer",21-CA-281054,March Air Reserve Base,CA,08/09/2021,,"Region 21, Los Angeles, California",Open,,
3622,"The NewsGuild of New York/TNG-CWA, Local 31003",02-CB-281033,New York,NY,08/09/2021,,"Region 02, New York, New York",Open,,
3623,Tri County NALC Branch 2902 (United States Postal Service),31-CB-281076,Simi Valley,CA,08/09/2021,,"Region 31, Los Angeles, California",Open,,
3624,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 170 (United Parcel Service),01-CB-281064,Worcester,MA,08/09/2021,,"Region 01, Boston, Massachusetts",Open,,
3625,Cascade Behavioral Health Hospital,19-CA-281074,Tukwila,WA,08/09/2021,,"Region 19, Seattle, Washington",Open,,
3626,"Americold Logistics, LLC",32-RC-281041,Modesto,CA,08/09/2021,,"Region 32, Oakland, California",Open,,"TEAMSTERS UNION LOCAL 386, INTERNATIONAL BROTHERHOOD OF TEAMSTERS"
3627,"Durham School Services, Ann Arbor",07-CA-281059,Ann Arbor,MI,08/09/2021,,"Region 07, Detroit, Michigan",Open,,
3628,"Phoenix Retail Group, Inc.",06-CA-281062,Morgantown,WV,08/09/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
3629,MERCY HEALTH/MERCY MT. ORAB/MERCY CLERMONT HOSPITAL,09-CA-281023,Mount Orab,OH,08/09/2021,,"Region 09, Cincinnati, Ohio",Open,,
3630,"JOHNSON BROTHERS OF RHODE ISLAND, INC.",01-CA-281046,North Kingstown,RI,08/09/2021,,"Region 01, Boston, Massachusetts",Open,,
3631,United States Postal Service,27-CA-281042,Denver,CO,08/09/2021,,"Region 27, Denver, Colorado",Open,,
3632,"PCC Structurals, Inc.",19-CA-281099,Portland,OR,08/09/2021,,"Region 19, Seattle, Washington",Open,,
3633,FCA US LLC d/b/a Stellantis US LLC,07-UC-281182,Detroit,MI,08/09/2021,,"Region 07, Detroit, Michigan",Open,,
3634,United Steel Workers (PBF Energy),04-CB-281068,Delaware City,DE,08/09/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3635,The Boeing Company,28-CA-281107,Mesa,AZ,08/09/2021,,"Region 28, Phoenix, Arizona",Open,,
3636,United States Postal Service,14-CA-281051,Kansas City,MO,08/09/2021,,"Region 14, Saint Louis, Missouri",Open,,
3637,Golden Years Home Care Services,01-CA-281027,East Longmeadow,MA,08/09/2021,,"Region 01, Boston, Massachusetts",Open,,
3638,New Jersey APWU Local (United States Postal Service),22-CB-281038,Newark,NJ,08/09/2021,,"Region 22, Newark, New Jersey",Open,,
3639,"Innovative Transport & Logistics Solutions, LLC, d/b/a Escambia County Community Transportation, & Ride ITL, LLC, separately or as a single employer or joint employers.",15-UC-281061,Pensacola,FL,08/09/2021,,"Region 15, New Orleans, Louisiana",Open,,
3640,GENESIS HEALTHCARE HERITAGE CENTER,09-CA-280981,Huntington,WV,08/06/2021,,"Region 09, Cincinnati, Ohio",Open,,
3641,"Genesis Healthcare, Inc. d/b/a New Martinsville Center",06-CA-281005,New Martinsville,WV,08/06/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
3642,Healthy Tails,32-CA-281179,Reno,NV,08/06/2021,,"Region 32, Oakland, California",Open,,
3643,"Strathmore Hall Foundation, Inc.",05-CA-281098,North Bethesda,MD,08/06/2021,,"Region 05, Baltimore, Maryland",Open,,
3644,So Cal Gas Co.,31-CA-280989,San Bernardino,CA,08/06/2021,,"Region 31, Los Angeles, California",Open,,
3645,"GREENLEAF CCC, INC.",01-CA-281000,Portsmouth,RI,08/06/2021,,"Region 01, Boston, Massachusetts",Open,,
3646,Newark Morning Ledger,22-CA-281002,Newark,NJ,08/06/2021,,"Region 22, Newark, New Jersey",Open,,
3647,Eagle Railcar Services,06-CA-280984,DuBois,PA,08/06/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
3648,AT&T Mobility Services LLC,10-UC-280972,Atlanta,GA,08/06/2021,,"Region 10, Atlanta, Georgia",Open,,
3649,UWUA Local 132 (So Cal Gas Co.),31-CB-280994,San Bernardino,CA,08/06/2021,,"Region 31, Los Angeles, California",Open,,
3650,"Hearst Communications, Inc. d/b/a The San Francisco Chronicle",20-CA-281048,San Francisco,CA,08/06/2021,,"Region 20, San Francisco, California",Open,,
3651,Zignego Company Inc.,18-CA-281032,Waukesha,WI,08/06/2021,,"Region 18, Minneapolis, Minnesota",Open,,
3652,"Endurance Environmental Solutions, LLC",28-CA-281260,Las Vegas,NV,08/06/2021,,"Region 28, Phoenix, Arizona",Open,,
3653,Cornell University,03-CA-280944,Ithaca,NY,08/06/2021,,"Region 03, Buffalo, New York",Open,,
3654,"Who-Dun-It Plastering, Inc.",28-CA-281011,Summerlin South,NV,08/06/2021,,"Region 28, Phoenix, Arizona",Open,,
3655,ASC Holdings LLC d/b/a Investrust Retirement Services,14-CA-280985,Oklahoma City,OK,08/06/2021,,"Region 14, Saint Louis, Missouri",Open,,
3656,"GXO Logistics, Inc., (formerly known as XPO Logistics, Inc.)",19-CA-281045,Tacoma,WA,08/06/2021,,"Region 19, Seattle, Washington",Open,,
3657,Unite HERE Local 23 (Hyatt Regency),10-CB-280983,Atlanta,GA,08/06/2021,,"Region 10, Atlanta, Georgia",Open,,
3658,"United Steelworkers, Local 3937 (Kaiser Aluminum)",28-CB-281014,Chandler,AZ,08/05/2021,,"Region 28, Phoenix, Arizona",Open,,
3659,"United Association of Journeymen and Apprentices of the Plumbing Ind. Local 130 (American Backflow and Fire Prevention, Inc.)",13-CB-280911,Alsip,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3660,Veritiv Operating Company,01-CA-280956,Enfield,CT,08/05/2021,,"Region 01, Boston, Massachusetts",Open,,
3661,First Transit - Arlington Transit,05-CA-280979,Arlington,VA,08/05/2021,,"Region 05, Baltimore, Maryland",Open,,
3662,SEIU 1199NW (Cascade Behavioral Health Hospital),19-CG-280997,Renton,WA,08/05/2021,,"Region 19, Seattle, Washington",Open,,
3663,"AirGas USA, LLC",21-CA-280940,Los Angeles,CA,08/05/2021,,"Region 21, Los Angeles, California",Open,,
3664,Delta Home Services LLC,28-CA-280993,Phoenix,AZ,08/05/2021,,"Region 28, Phoenix, Arizona",Open,,
3665,"Keolis Transit America, Inc.",32-CA-280922,Reno,NV,08/05/2021,,"Region 32, Oakland, California",Open,,
3666,"United Association of Journeymen and Apprentices of the Plumbing Ind. Local 130(American Backflow and Fire Prevention, Inc.)",13-CB-280916,Alsip,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3667,Xcel Energy,27-CA-280941,Denver,CO,08/05/2021,,"Region 27, Denver, Colorado",Open,,
3668,ILWU Local 10 (SSA Terminals),32-CB-280990,Oakland,CA,08/05/2021,,"Region 32, Oakland, California",Open,,
3669,RadNet Management Inc. d/b/a San Fernando Interventional Radiology and Imaging Center,31-CA-280968,Encino,CA,08/05/2021,,"Region 31, Los Angeles, California",Open,,
3670,International Association of Machinists and Aerospace Workers (IAM&AW) Lodge 776B (Lockheed Martin),16-CB-280960,Fort Worth,TX,08/05/2021,,"Region 16, Fort Worth, Texas",Open,,
3671,WellNow Urgent Care,03-CA-280913,Buffalo,NY,08/05/2021,,"Region 03, Buffalo, New York",Open,,
3672,"Keolis Transit America, Inc.",32-CA-280965,Reno,NV,08/05/2021,,"Region 32, Oakland, California",Open,,
3673,Burgerville LLC,19-CA-280937,Portland,OR,08/05/2021,,"Region 19, Seattle, Washington",Open,,
3674,American Postal Workers Union Central Nebraska Area Local Union 9 (United States Postal Service),14-CB-280890,Grand Island,NE,08/05/2021,,"Region 14, Saint Louis, Missouri",Open,,
3675,"United Association of Journeymen and Apprentices of the Plumbing Ind. Local 130(American Backflow and Fire Prevention, Inc.)",13-CB-280931,Alsip,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3676,Slant/Fin Corporation,29-CA-280924,Greenvale,NY,08/05/2021,,"Region 29, Brooklyn, New York",Open,,
3677,Jack B. Parson Ready Mix Concrete,27-CA-280959,Draper,UT,08/05/2021,,"Region 27, Denver, Colorado",Open,,
3678,"United Association of Journeymen and Apprentices of the Plumbing Ind. Local 130(American Backflow and Fire Prevention, Inc.)",13-CB-280971,Alsip,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3679,"Post Acute Medical, LLC",28-CA-281025,Las Vegas,NV,08/05/2021,,"Region 28, Phoenix, Arizona",Open,,
3680,"American Postal Workers Union, Cleveland Area Local 72 (USPS)",08-CB-280898,Cleveland,OH,08/05/2021,,"Region 08, Cleveland, Ohio",Open,,
3681,Hyatt Regency,10-CA-280949,Atlanta,GA,08/05/2021,,"Region 10, Atlanta, Georgia",Open,,
3682,"United Association of Journeymen and Apprentices of the Plumbing Ind. Local 130 (American Backflow and Fire Prevention, Inc.)",13-CB-280907,Alsip,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3683,RadNet Management Inc. d/b/a San Fernando Valley Advanced Imaging Center,31-CA-280967,Panorama City,CA,08/05/2021,,"Region 31, Los Angeles, California",Open,,
3684,"United Association of Journeymen and Apprentices of the Plumbing Ind. Local 130(American Backflow and Fire Prevention, Inc.)",13-CB-280938,Alsip,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3685,Experimental Station,13-CA-280901,Chicago,IL,08/05/2021,,"Region 13, Chicago, Illinois",Open,,
3686,Sunrise Northeast,01-CA-280893,Hartford,CT,08/05/2021,,"Region 01, Boston, Massachusetts",Open,,
3687,"Bricklayers and Allied Craft Workers (Phoenix Contractors, Inc.)",04-CB-280948,Media,PA,08/05/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
3688,Kaiser Aluminum,28-CA-280995,Chandler,AZ,08/05/2021,,"Region 28, Phoenix, Arizona",Open,,
