5618,MICHELL ENTERPRISES LLC D/B/A MCDONALDS,01-CA-274998,Darien,CT,03/30/2021,,"Region 01, Boston, Massachusetts",Open,,
5619,"Community Help in Park Slope, Inc., dba CHiPS",29-UC-274990,Brooklyn,NY,03/30/2021,,"Region 29, Brooklyn, New York",Open,,
5620,"Warrior Met Coal, Inc.",10-CA-274900,Brookwood,AL,03/30/2021,,"Region 10, Atlanta, Georgia",Open,,
5621,United States Postal Service,07-CA-274844,Jonesville,MI,03/30/2021,,"Region 07, Detroit, Michigan",Open,,
5622,"Bonanza Ventures, LLC d/b/a Sport Clips",16-CA-274926,Houston,TX,03/30/2021,,"Region 16, Fort Worth, Texas",Open,,
5623,"Profex, Inc.",03-CA-274755,Wallkill,NY,03/29/2021,,"Region 03, Buffalo, New York",Open,,
5624,GEO Group,19-CA-274888,Tacoma,WA,03/29/2021,,"Region 19, Seattle, Washington",Open,,
5625,"The GEO Group, Inc.",19-CA-274890,Tacoma,WA,03/29/2021,,"Region 19, Seattle, Washington",Open,,
5626,United States Postal Service Memphis NDC,15-CA-274788,Memphis,TN,03/29/2021,,"Region 15, New Orleans, Louisiana",Open,,
5627,United Food & Commercial Workers Union Local 152 (Acme Markets aka Albertson's),22-CB-274903,Trenton,NJ,03/29/2021,,"Region 22, Newark, New Jersey",Open,,
5628,United States Postal Service,27-CA-274776,Littleton,CO,03/29/2021,,"Region 27, Denver, Colorado",Open,,
5629,United States Postal Service,19-CA-274931,Bothell,WA,03/29/2021,,"Region 19, Seattle, Washington",Open,,
5630,"Frontier North, Inc.",25-CA-274958,Lafayette,IN,03/29/2021,,"Region 25, Indianapolis, Indiana",Open,,
5631,United Food & Commercial Workers Local 99,28-CA-274853,Phoenix,AZ,03/29/2021,,"Region 28, Phoenix, Arizona",Open,,
5632,"New Castle, LLC d/b/a Excalibur Hotel",28-CA-274875,Las Vegas,NV,03/29/2021,,"Region 28, Phoenix, Arizona",Open,,
5633,"The GEO Group, Inc.",19-CA-274891,Tacoma,WA,03/29/2021,,"Region 19, Seattle, Washington",Open,,
5634,United States Postal Service,10-CA-274770,Kannapolis,NC,03/29/2021,,"Region 10, Atlanta, Georgia",Open,,
5635,United Parcel Service,15-CA-274766,Little Rock,AR,03/29/2021,,"Region 15, New Orleans, Louisiana",Open,,
5636,"The GEO Group, Inc.",19-CA-274892,Tacoma,WA,03/29/2021,,"Region 19, Seattle, Washington",Open,,
5637,"The GEO Group, Inc.",19-CA-274889,Tacoma,WA,03/29/2021,,"Region 19, Seattle, Washington",Open,,
5638,Paragon Systems,13-CA-274729,Chicago,IL,03/26/2021,,"Region 13, Chicago, Illinois",Open,,
5639,"Weinberg Plumbing, Inc. and General Plumbing Services Company (GPS) joint Employers",07-CA-274768,Mackinac Island,MI,03/26/2021,,"Region 07, Detroit, Michigan",Open,,
5640,Howard University,05-CA-274850,Washington,DC,03/26/2021,,"Region 05, Baltimore, Maryland",Open,,
5641,"NYC Crane Hoist Operations, LLC",29-RC-274826,Brooklyn,NY,03/26/2021,,"Region 29, Brooklyn, New York",Open,,
5642,"American Security Programs, Inc.",05-CA-274702,Washington,DC,03/26/2021,,"Region 05, Baltimore, Maryland",Open,,
5643,Keolis Transit America,05-CA-274784,Leesburg,VA,03/26/2021,,"Region 05, Baltimore, Maryland",Open,,
5644,Kaiser Foundation Health Plan; Kaiser Foundation Hospital,21-CA-274811,Downey,CA,03/26/2021,,"Region 21, Los Angeles, California",Open,,
5645,Union Local 130 (United States Postal Service),25-CB-274821,Indianapolis,IN,03/26/2021,,"Region 25, Indianapolis, Indiana",Open,,
5646,"Union of Patriots Plaza (American Security Programs, Inc.)",05-CB-274703,Reston,VA,03/26/2021,,"Region 05, Baltimore, Maryland",Open,,
5647,SOLUTIONS ONE INDUSTRIES,09-CA-274877,Lexington,KY,03/26/2021,,"Region 09, Cincinnati, Ohio",Open,,
5648,CenturyLink aka Lumen,28-CA-274742,Taos,NM,03/26/2021,,"Region 28, Phoenix, Arizona",Open,,
5649,"Cheetah Precision, LLC and Minneapolis Washer and Stamping Inc., single employers, and/or alter egos",18-CA-274727,Minneapolis,MN,03/26/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5650,Windigo Logistics,27-CA-274717,Fountain,CO,03/26/2021,,"Region 27, Denver, Colorado",Open,,
5651,"American Postal Workers Union, Local 174 (United States Postal Service)",15-CB-274725,Baton Rouge,LA,03/26/2021,,"Region 15, New Orleans, Louisiana",Open,,
5652,Atlas Logistics Retail Services (Denver) LLC,27-CA-274736,Denver,CO,03/26/2021,,"Region 27, Denver, Colorado",Open,,
5653,Geodis Logistics LLC,15-CA-274687,Memphis,TN,03/25/2021,,"Region 15, New Orleans, Louisiana",Open,,
5654,"Wide Open West Illinois, LLC",13-RC-274653,Warrenville,IL,03/25/2021,,"Region 13, Chicago, Illinois",Open,,
5655,"Volvo Group North America, LLC",15-CA-274682,Byhalia,MS,03/25/2021,,"Region 15, New Orleans, Louisiana",Open,,
5656,Dill Pickle Food Coop,13-CA-274732,Chicago,IL,03/25/2021,,"Region 13, Chicago, Illinois",Open,,
5657,American Eagle Protective Services (AEPS),16-CA-274698,Fort Worth,TX,03/25/2021,,"Region 16, Fort Worth, Texas",Open,,
5658,Dill Pickle Food Co-op,13-CA-274733,Chicago,IL,03/25/2021,,"Region 13, Chicago, Illinois",Open,,
5659,"Peninsula Bottling Co., Inc., and Snow Valley Distributing Company, Inc., alter egos, joint employers and/or a single integrated enterprise",19-CA-274713,Port Angeles,WA,03/25/2021,,"Region 19, Seattle, Washington",Open,,
5660,"Fox Television Stations, LLC",28-RD-274741,Las Vegas,NV,03/25/2021,,"Region 28, Phoenix, Arizona",Open,,"National Association of Broadcast Employees & Technicians, the Broadcasting and Cable Television Workers Sector of the Communications Workers of America, AFL-CIO-CLC"
5661,"Advance Stores Company, Inc. d/b/a Advance Auto Parts",04-CA-274666,Kutztown,PA,03/25/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5662,Colectivo Coffee,18-CA-274612,Milwaukee,WI,03/24/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5663,D. Daniels Contracting Ltd.,29-CA-274943,Inwood,NY,03/24/2021,,"Region 29, Brooklyn, New York",Open,,
5664,Dana Lafayette,25-CA-274658,Lafayette,IN,03/24/2021,,"Region 25, Indianapolis, Indiana",Open,,
5665,Laborers International Union of North America Local 3 (Berkowski and Associates),22-CB-274691,East Windsor,NJ,03/24/2021,,"Region 22, Newark, New Jersey",Open,,
5666,Centura Health/St. Mary Corwin Medical Center,27-CA-274650,Pueblo,CO,03/24/2021,,"Region 27, Denver, Colorado",Open,,
5667,"Gold Line, Inc.",05-CA-274629,Hyattsville,MD,03/24/2021,,"Region 05, Baltimore, Maryland",Open,,
5668,"KEOLIS TRANSIT AMERICA, INC.",32-CA-274667,Reno,NV,03/24/2021,,"Region 32, Oakland, California",Open,,
5669,"Saar's, Inc.",19-CA-274651,Auburn,WA,03/24/2021,,"Region 19, Seattle, Washington",Open,,
5670,"Douglas Emmett Management, LLC",31-CA-274623,Woodland Hills,CA,03/24/2021,,"Region 31, Los Angeles, California",Open,,
5671,"ENTERTAINMENT LIVE EVENTS, LLC D/B/A NORTH SHORE MUSIC THEATRE",01-CA-274610,Boston,MA,03/24/2021,,"Region 01, Boston, Massachusetts",Open,,
5672,Fly High Farmington LLC d/b/a Fly High Farmington Trampoline Park,28-CA-274664,Farmington,NM,03/24/2021,,"Region 28, Phoenix, Arizona",Open,,
5673,United Parcel Service,32-CA-274636,Sparks,NV,03/24/2021,,"Region 32, Oakland, California",Open,,
5674,DFW Security Protective Force,16-CA-274576,Fort Worth,TX,03/23/2021,,"Region 16, Fort Worth, Texas",Open,,
5675,Valley Hospital Medical Center Inc. dba Valley Hospital Medical Center,28-CA-274618,Las Vegas,NV,03/23/2021,,"Region 28, Phoenix, Arizona",Open,,
5676,Frazer & Jones,03-CA-274530,Syracuse,NY,03/23/2021,,"Region 03, Buffalo, New York",Open,,
5677,"Planned Building Services, Inc., and Planned Lifestyle, Services, Inc., part of and related to Planned Companies",02-RD-274535,New York,NY,03/23/2021,,"Region 02, New York, New York",Open,,
5678,Butler Hospital,01-CA-274588,Providence,RI,03/23/2021,,"Region 01, Boston, Massachusetts",Open,,
5679,United States Postal Service,31-CA-274622,Glendale,CA,03/23/2021,,"Region 31, Los Angeles, California",Open,,
5680,"Bedford Plaza Tenants Corp., and Ferrara Management Group (together as joint Employers)",02-CA-274569,New York,NY,03/23/2021,,"Region 02, New York, New York",Open,,
5681,"Schnitzer Steel Industries, Inc.",01-CA-274554,Warwick,RI,03/23/2021,,"Region 01, Boston, Massachusetts",Open,,
5682,"Epiq Systems, Inc. d/b/a Epiq Global",19-CA-274572,Portland,OR,03/23/2021,,"Region 19, Seattle, Washington",Open,,
5683,United Parcel Service,19-CA-274591,Kallispell,MT,03/23/2021,,"Region 19, Seattle, Washington",Open,,
5684,"Bayview Refuse and Recycling Service, Inc., and Bay Cities Refuse Service, Inc., as single and/or Joint employers",32-CA-274672,Richmond,CA,03/23/2021,,"Region 32, Oakland, California",Open,,
5685,Queens Law Associates d/b/a Queens Defenders,29-CA-274609,Forest Hills,NY,03/23/2021,,"Region 29, Brooklyn, New York",Open,,
5686,"Teamsters Union Local 315 (Bayview Refuse and Recycling Service, Inc., and Bay Cities Refuse Service, Inc., as single and/or Joint employers)",32-CB-274665,Richmond,CA,03/23/2021,,"Region 32, Oakland, California",Open,,
5687,Kroger Delta Division,15-CA-274410,Memphis,TN,03/22/2021,,"Region 15, New Orleans, Louisiana",Open,,
5688,Rockwool Industries,15-CA-274461,Byhalia,MS,03/22/2021,,"Region 15, New Orleans, Louisiana",Open,,
5689,"Children's Hospital & Research Center at Oakland d/b/a UCSF Benioff Children’s Hospital, Oakland",32-CA-274680,Oakland,CA,03/22/2021,,"Region 32, Oakland, California",Open,,
5690,Kankakee Terrace,25-CA-274408,Bourbonnais,IL,03/22/2021,,"Region 25, Indianapolis, Indiana",Open,,
5691,"The Boeing Company / CCL Aviation, Inc. d/b/a CCL Aviation / Cambridge Communications Limited d/b/a CCL Aviation",19-CA-274509,Seattle,WA,03/22/2021,,"Region 19, Seattle, Washington",Open,,
5692,Rockwool Industries,15-CA-274455,Byhalia,MS,03/22/2021,,"Region 15, New Orleans, Louisiana",Open,,
5693,Rockwool Industries,15-CA-274448,Byhalia,MS,03/22/2021,,"Region 15, New Orleans, Louisiana",Open,,
5694,New Mexico Philharmonic,28-CA-274621,Albuquerque,NM,03/22/2021,,"Region 28, Phoenix, Arizona",Open,,
5695,Samaritan Summit Village,03-CA-274421,Watertown,NY,03/22/2021,,"Region 03, Buffalo, New York",Open,,
5696,Kroger Company,15-CA-274496,Memphis,TN,03/22/2021,,"Region 15, New Orleans, Louisiana",Open,,
5697,United States Postal Service,19-CA-274519,Great Falls,MT,03/22/2021,,"Region 19, Seattle, Washington",Open,,
5698,"Paul Terra and Sons, LLC d/b/a Terra Electric",04-CA-274536,Broomall,PA,03/22/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5699,United States Postal Service,27-CA-274597,Pocatello,ID,03/22/2021,,"Region 27, Denver, Colorado",Open,,
5700,Rockwool Industries,15-CA-274437,Byhalia,MS,03/22/2021,,"Region 15, New Orleans, Louisiana",Open,,
5701,ProAmpac,14-CA-274466,Kansas City,MO,03/22/2021,,"Region 14, Saint Louis, Missouri",Open,,
5702,ExxonMobil Oil Corporation,16-CA-274428,Beaumont,TX,03/19/2021,,"Region 16, Fort Worth, Texas",Open,,
5703,"ExxonMobil Chemical Company, ExxonMobil Refining and Supply, ExxonMobil Fuels and Lubricants Company, ExxonMobil Corporation",16-CA-274431,Baytown,TX,03/19/2021,,"Region 16, Fort Worth, Texas",Open,,
5704,United States Postal Service,05-CA-274451,Beltsville,MD,03/19/2021,,"Region 05, Baltimore, Maryland",Open,,
5705,Brian Trematore Plumbing and Heating,22-CA-274372,Fairfield,NJ,03/19/2021,,"Region 22, Newark, New Jersey",Open,,
5706,ExxonMobil Corporation,27-CA-274401,Billings,MT,03/19/2021,,"Region 27, Denver, Colorado",Open,,
5707,UNITED STEELWORKERS LOCAL 319 (Domtar),18-CB-274480,ROTHSCHILD,WI,03/19/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5708,"Congreso de Uniones Industriales (Pan American Grain Company, Inc.)",12-CB-274418,Guaynabo,PR,03/19/2021,,"Region 12, Tampa, Florida",Open,,
5709,"Island Hospitality Management II, LLC d/b/a Hampton Inn -- Long Island Brookhaven",29-CA-274600,Brookhaven,NY,03/19/2021,,"Region 29, Brooklyn, New York",Open,,
5710,The News Guild of New York (Fortune Media (USA) Corporation),02-CB-274386,New York,NY,03/19/2021,,"Region 02, New York, New York",Open,,
5711,United States Postal Service,05-CA-274423,Beltsville,MD,03/19/2021,,"Region 05, Baltimore, Maryland",Open,,
5712,United States Postal Service,05-CA-274456,Beltsville,MD,03/19/2021,,"Region 05, Baltimore, Maryland",Open,,
5713,Ortho Arizona,28-CA-274465,Phoenix,AZ,03/18/2021,,"Region 28, Phoenix, Arizona",Open,,
5714,Paragon Systems,13-CA-274369,Chicago,IL,03/18/2021,,"Region 13, Chicago, Illinois",Open,,
5715,United States Postal Service,28-CA-274481,Albuquerque,NM,03/18/2021,,"Region 28, Phoenix, Arizona",Open,,
5716,"Local 687, Michigan Regional Council of Carpenters and Millwrights (MDG Enterprises, Inc.)",07-CB-274494,Saint Clair,MI,03/18/2021,,"Region 07, Detroit, Michigan",Open,,
5717,"Hero Home Services, Inc.",18-CA-274377,Minneapolis,MN,03/18/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5718,United States Postal Service,25-CA-274324,Rockford,IL,03/18/2021,,"Region 25, Indianapolis, Indiana",Open,,
5719,AT&T Mobility,25-CA-274331,Davenport,IA,03/18/2021,,"Region 25, Indianapolis, Indiana",Open,,
5720,United Parcel Service,10-CA-274323,Sumter,SC,03/18/2021,,"Region 10, Atlanta, Georgia",Open,,
5721,"JVIS Manufacturing, LLC",07-CA-274306,Benton Harbor,MI,03/18/2021,,"Region 07, Detroit, Michigan",Open,,
5722,"Sinai Hospital of Baltimore, Inc.",05-CA-274574,Baltimore,MD,03/18/2021,,"Region 05, Baltimore, Maryland",Open,,
5723,United States Postal Service,27-CA-274345,Salt Lake City,UT,03/18/2021,,"Region 27, Denver, Colorado",Open,,
5724,Ford Motor Company,13-CA-274387,Chicago,IL,03/18/2021,,"Region 13, Chicago, Illinois",Open,,
5725,"SUNBURN CONSTRUCTION, LLC d/b/a EVERLIGHT SOLAR",18-CA-274336,Savage,MN,03/17/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5726,Communication Workers of America (St. Mary's Regional Medical Center),32-CB-274333,Reno,NV,03/17/2021,,"Region 32, Oakland, California",Open,,
5727,"OHIO RIVER VALLEY ENVIRONMENTAL COALITION, INC.",09-CA-274743,Huntington,WV,03/17/2021,,"Region 09, Cincinnati, Ohio",Open,,
5728,Alion Science and Technology,32-CA-274354,Fallon,NV,03/17/2021,,"Region 32, Oakland, California",Open,,
5729,"Paragon Systems, Inc.",01-CA-274243,Boston,MA,03/17/2021,,"Region 01, Boston, Massachusetts",Open,,
5730,"TOWER AUTOMOTIVE OPERATIONS USA 1, LLC, CHICAGO",13-CA-274280,Chicago,IL,03/17/2021,,"Region 13, Chicago, Illinois",Open,,
5731,Providence St. Peter Hospital,19-CA-274284,Olympia,WA,03/17/2021,,"Region 19, Seattle, Washington",Open,,
5732,CR&R Environmental Services,21-CA-274302,Perris,CA,03/17/2021,,"Region 21, Los Angeles, California",Open,,
5733,Momentum for Health,32-CA-274329,San Jose,CA,03/17/2021,,"Region 32, Oakland, California",Open,,
5734,UPS,21-CA-274355,Anaheim,CA,03/17/2021,,"Region 21, Los Angeles, California",Open,,
5735,St. Margaret's Hospital d/b/a St. Margaret's Health,25-CA-274277,Spring Valley,IL,03/16/2021,,"Region 25, Indianapolis, Indiana",Open,,
5736,"Thyme Holdings, LLC, d/b/a Westgate Gardens Care Center",32-RD-274221,Visalia,CA,03/16/2021,,"Region 32, Oakland, California",Open,,
5737,"Gardenview Healthcare & Wellness Centre, LP",21-CA-274223,Claremont,CA,03/16/2021,,"Region 21, Los Angeles, California",Open,,
5738,United States Postal Service,15-CA-274235,Minden,LA,03/16/2021,,"Region 15, New Orleans, Louisiana",Open,,
5739,"Transdev Services, Inc. - Phoenix Transit",28-CA-274339,Phoenix,AZ,03/16/2021,,"Region 28, Phoenix, Arizona",Open,,
5740,Fortune Media (USA) Corporation,02-CA-274171,New York,NY,03/16/2021,,"Region 02, New York, New York",Open,,
5741,National Audubon Society,02-CA-274196,New York,NY,03/16/2021,,"Region 02, New York, New York",Open,,
5742,"KEOLIS TRANSIT AMERICA, INC.",32-CA-274237,Reno,NV,03/16/2021,,"Region 32, Oakland, California",Open,,
5743,"Apex Linen Services, Inc. and its successor and joint employer, Apex Linen Holdings, LLC",28-CA-274347,Las Vegas,NV,03/16/2021,,"Region 28, Phoenix, Arizona",Open,,
5744,Pacific Maritime Association,32-CA-274325,Oakland,CA,03/16/2021,,"Region 32, Oakland, California",Open,,
5745,United States Postal Service,18-CA-274322,Iron Mountain,MI,03/16/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5746,Trax International Corporation,28-CA-274342,Yuma,AZ,03/16/2021,,"Region 28, Phoenix, Arizona",Open,,
5747,"Amerinox Processing, Inc.",04-CA-274177,Camden,NJ,03/16/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5748,"Red Rock Resorts, Inc., as a single employer with Station Casinos LLC and FP Holdings, L.P., d/b/a Palms Casino Resort and Palms Place, and Fiesta Parentco, L.L.C., General Partner",28-CA-274303,Las Vegas,NV,03/16/2021,,"Region 28, Phoenix, Arizona",Open,,
5749,"The GEO Group, Inc.",19-CA-274283,Tacoma,WA,03/16/2021,,"Region 19, Seattle, Washington",Open,,
5750,United States Postal Service,10-CA-274169,Greenville,SC,03/16/2021,,"Region 10, Atlanta, Georgia",Open,,
5751,"CP Anchorage Hotel 2, LLC d/b/a Hilton Anchorage",19-CA-274250,Anchorage,AK,03/16/2021,,"Region 19, Seattle, Washington",Open,,
5752,"Loram Maintenance of Way, Inc.",18-CA-274219,Hamel,MN,03/16/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5753,United States Postal Service,28-CA-274311,Las Vegas,NV,03/16/2021,,"Region 28, Phoenix, Arizona",Open,,
5754,Kroger Co. D.B.A Indianapolis Bakery,25-CA-274265,Indianapolis,IN,03/15/2021,,"Region 25, Indianapolis, Indiana",Open,,
5755,"MV Transportation, Inc.",07-CA-274102,Grand Rapids,MI,03/15/2021,,"Region 07, Detroit, Michigan",Open,,
5756,IATSE Local 52 Motion Picture Studio Mechanics,29-CB-274175,Brooklyn,NY,03/15/2021,,"Region 29, Brooklyn, New York",Open,,
5757,AMERICAN POSTAL WORKERS UNION (APWU) (United States Postal Service),09-CB-274341,Cincinnati,OH,03/15/2021,,"Region 09, Cincinnati, Ohio",Open,,
5758,"KEOLIS TRANSIT AMERICA, INC.",32-CA-274157,Reno,NV,03/15/2021,,"Region 32, Oakland, California",Open,,
5759,"James Richards as an Agent of The Artists' Company, Arts and Sciences, Believe Media, Biscuit Filmworks, CMS Productions, M ss ng P eces, Morton Jankel Zander, Inc., O Positive LLC, Park Pictures LLC, Piro, Inc., Radical Media, LLC, Smuggler, Spare Parts, Inc. c/o Moving Parts Inc.",29-CA-274206,Brooklyn,NY,03/15/2021,,"Region 29, Brooklyn, New York",Open,,
5760,Comcast Cable,04-CA-274142,Pleasantville,NJ,03/15/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5761,United States Postal Service,10-CA-274089,Charlotte,NC,03/15/2021,,"Region 10, Atlanta, Georgia",Open,,
5762,Charles McNamara as an Agent of Employers Listed in Attachment,29-CA-274241,Brooklyn,NY,03/15/2021,,"Region 29, Brooklyn, New York",Open,,
5763,John Cardoni as an Agent of Employers Listed in Attachment,29-CA-274254,Brooklyn,NY,03/15/2021,,"Region 29, Brooklyn, New York",Open,,
5764,United States Postal Service,31-CA-274263,Los Angeles,CA,03/15/2021,,"Region 31, Los Angeles, California",Open,,
5765,Community ISP Inc.,08-CA-274124,Toledo,OH,03/15/2021,,"Region 08, Cleveland, Ohio",Open,,
5766,"Renal Care Group, Inc. d/b/a Fresenius Medical Care North America",28-CA-274474,Las Vegas,NV,03/15/2021,,"Region 28, Phoenix, Arizona",Open,,
5767,United States Postal Service,05-CA-274305,Hampton,VA,03/15/2021,,"Region 05, Baltimore, Maryland",Open,,
5768,Gregory Addison as an Agent of Employers Listed in Attachments,29-CA-274217,Brooklyn,NY,03/15/2021,,"Region 29, Brooklyn, New York",Open,,
5769,Burlingame Skilled Nursing,20-CA-274148,Burlingame,CA,03/15/2021,,"Region 20, San Francisco, California",Open,,
5770,United States Postal Service,04-CA-274090,Collegeville,PA,03/15/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5771,Frazer & Jones,03-CA-274022,Syracuse,NY,03/12/2021,,"Region 03, Buffalo, New York",Open,,
5772,"Erica Lane Enterprises, Inc.",28-CA-274101,Artesia,NM,03/12/2021,,"Region 28, Phoenix, Arizona",Open,,
5773,Exxon Mobil Research and Engineering Co.,22-CA-274230,Annandale,NJ,03/12/2021,,"Region 22, Newark, New Jersey",Open,,
5774,Keolis Transit America,05-CA-274141,Leesburg,VA,03/12/2021,,"Region 05, Baltimore, Maryland",Open,,
5775,San Francisco Symphony,20-CA-274131,San Francisco,CA,03/12/2021,,"Region 20, San Francisco, California",Open,,
5776,"Professional Contract Services, Inc.",05-CA-274071,Virginia Beach,VA,03/12/2021,,"Region 05, Baltimore, Maryland",Open,,
5777,Westrock,28-CA-274087,El Paso,TX,03/12/2021,,"Region 28, Phoenix, Arizona",Open,,
5778,"Denmar Services, Inc.",28-CA-274093,Artesia,NM,03/12/2021,,"Region 28, Phoenix, Arizona",Open,,
5779,"Charolais Care II, Inc. d/b/a Oak Creek Rehabilitation Center of Kimberly",27-CA-274092,Kimberly,ID,03/12/2021,,"Region 27, Denver, Colorado",Open,,
5780,Whole Foods Market,02-CA-274135,Port Chester,NY,03/12/2021,,"Region 02, New York, New York",Open,,
5781,Lehigh Valley Health Network-Pocono,04-CA-274060,East Stroudsburg,PA,03/12/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5782,Portland Museum of Art,01-CA-274100,Portland,ME,03/12/2021,,"Region 01, Boston, Massachusetts",Open,,
5783,"STX Productions, LLC and Muchas Bromas, LLC as Single Employer, Alter Egos, and/or Joint Employer",31-CA-274119,Burbank,CA,03/12/2021,,"Region 31, Los Angeles, California",Open,,
5784,Quality Building Services,02-CA-274019,New York,NY,03/12/2021,,"Region 02, New York, New York",Open,,
5785,"C2 Technologies, Inc.",28-CA-273980,Tucson,AZ,03/11/2021,,"Region 28, Phoenix, Arizona",Open,,
5786,"Paul Miller AWD, LLC d/b/a Paul Miller Subaru",22-CA-274039,Parsippany,NJ,03/11/2021,,"Region 22, Newark, New Jersey",Open,,
5787,Dreyer's,31-CA-274041,Bakersfield,CA,03/11/2021,,"Region 31, Los Angeles, California",Open,,
5788,United States Postal Service,10-CA-274002,Atlanta,GA,03/11/2021,,"Region 10, Atlanta, Georgia",Open,,
5789,JS Contracting Inc.,22-CA-274025,Oceanport,NJ,03/11/2021,,"Region 22, Newark, New Jersey",Open,,
5790,Paragon Systems,13-CA-274000,Chicago,IL,03/11/2021,,"Region 13, Chicago, Illinois",Open,,
5791,"All Steel Iron Works, Inc., dba ASIW, LLC and ASIW Inc, joint employers / alter egos",13-CA-274040,Joliet,IL,03/11/2021,,"Region 13, Chicago, Illinois",Open,,
5792,"Volvo Group North America, LLC",15-CA-273997,Byhalia,MS,03/11/2021,,"Region 15, New Orleans, Louisiana",Open,,
5793,Linden Farms Food Corp.,29-RD-274033,New York,NY,03/11/2021,,"Region 29, Brooklyn, New York",Open,,"Local 338, Retail Wholesale and Department Store Union/United Food and Commercial Workers International Union (RWDSU/UFCW)"
5794,"International Marine Products, Inc.",21-CA-273987,Los Angeles,CA,03/11/2021,,"Region 21, Los Angeles, California",Open,,
5795,BOSTON UNIVERSITY,01-CA-274011,Boston,MA,03/11/2021,,"Region 01, Boston, Massachusetts",Open,,
5796,Stellantis,18-CA-273977,Minneapolis,MN,03/11/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5797,"KEOLIS TRANSIT AMERICA, INC.",32-CA-274004,Reno,NV,03/10/2021,,"Region 32, Oakland, California",Open,,
5798,United States Postal Service,01-CA-273942,Providence,RI,03/10/2021,,"Region 01, Boston, Massachusetts",Open,,
5799,Continental Motors Aerospace Technologies,15-CA-273906,Mobile,AL,03/10/2021,,"Region 15, New Orleans, Louisiana",Open,,
5800,"KEOLIS TRANSIT AMERICA, INC.",32-CA-274004,Reno,NV,03/10/2021,,"Region 32, Oakland, California",Open,,
5801,"United Food and Commercial Workers International Union, AFL-CIO, CLC",05-CA-273935,Washington,DC,03/10/2021,,"Region 05, Baltimore, Maryland",Open,,
5802,Stratosphere Hotel and Casino,28-CA-273960,Las Vegas,NV,03/10/2021,,"Region 28, Phoenix, Arizona",Open,,
5803,"LL FLEX, LLC",09-CA-274224,Louisville,KY,03/10/2021,,"Region 09, Cincinnati, Ohio",Open,,
5804,The Queen's Medical Center,20-CA-273899,Honolulu,HI,03/10/2021,,"Region 20, San Francisco, California",Open,,
5805,United Parcel Service,10-CA-273871,Spartanburg,SC,03/10/2021,,"Region 10, Atlanta, Georgia",Open,,
5806,United States Postal Service,01-CA-273942,Providence,RI,03/10/2021,,"Region 01, Boston, Massachusetts",Open,,
5807,Continental Motors Aerospace Technologies,15-CA-273906,Mobile,AL,03/10/2021,,"Region 15, New Orleans, Louisiana",Open,,
5808,"Wash Supply Laundromat, Inc./LIOX., as a single and/or joint employer",02-CA-274017,New York,NY,03/10/2021,,"Region 02, New York, New York",Open,,
5809,The Queen's Medical Center,20-CA-273912,Honolulu,HI,03/10/2021,,"Region 20, San Francisco, California",Open,,
5810,Amsted Graphite Materials LLC,06-CA-273909,Anmoore,WV,03/10/2021,,"Region 06, Pittsburgh, Pennsylvania",Open,,
5811,United States Postal Service,18-CA-273963,Bemidji,MN,03/10/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5812,Temple University Hospital,04-CA-273914,Philadelphia,PA,03/10/2021,,"Region 04, Philadelphia, Pennsylvania",Open,,
5813,United States Postal Service,10-CA-273893,Pooler,GA,03/10/2021,,"Region 10, Atlanta, Georgia",Open,,
5814,"American Federation of Teachers, Los Angeles College Faculty Guild 1521",31-CA-273992,Los Angeles,CA,03/10/2021,,"Region 31, Los Angeles, California",Open,,
5815,United States Postal Service,18-CA-273875,Fargo,ND,03/09/2021,,"Region 18, Minneapolis, Minnesota",Open,,
5816,United States Postal Service,05-CA-273795,Beltsville,MD,03/09/2021,,"Region 05, Baltimore, Maryland",Open,,
5817,UPS Freight,02-CA-273957,Montgomery,NY,03/09/2021,,"Region 02, New York, New York",Open,,
5818,United States Postal Service,05-CA-273811,Beltsville,MD,03/09/2021,,"Region 05, Baltimore, Maryland",Open,,
5819,United States Postal Service,05-CA-273849,Beltsville,MD,03/09/2021,,"Region 05, Baltimore, Maryland",Open,,
5820,United States Postal Service,16-CA-273880,Colleyville,TX,03/09/2021,,"Region 16, Fort Worth, Texas",Open,,
5821,United States Postal Services,05-CA-273791,Beltsville,MD,03/09/2021,,"Region 05, Baltimore, Maryland",Open,,
5822,United States Postal Service,05-CA-273803,beltsville,MD,03/09/2021,,"Region 05, Baltimore, Maryland",Open,,
